seri_no,ram_gb,kamera_mp,ekran_boyutu,batarya_mah,storage_gb,cihaz_fiyat,cikis_yili,cihaz_durum_puan,segment_puan,cihaz_model
3,6.0,48.0,6.1,3200.0,256.0,53188,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,53188,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,53550,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,53579,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,53898,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,54173,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,54537,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,54998,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,55118,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,55129,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,55199,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,55502,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,57999,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,58199,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,62399,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,63699,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,74199,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,59999,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,62849,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,59219,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,60099,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,62849,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,64099,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,64099,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,64376,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,66912,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,68000,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,68399,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,69699,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,1024.0,69999,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,49834,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,49913,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,49236,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,49599,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,49913,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,49999,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,50759,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,50949,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,51495,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,51567,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,51699,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,51989,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,52310,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,52379,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,52499,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,52554,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,52757,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,52797,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,52961,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,53349,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,53559,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,53872,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,54149,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,59169,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,59399,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,128.0,72199,2022.0,3,4,14.0
3,6.0,12.0,6.7,4323.0,128.0,35390,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,35897,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,34899,2022.0,3,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,36288,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,36677,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,36762,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,37072,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,37129,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,37674,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,37829,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,37896,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,37899,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,38661,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,38749,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,39499,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,44619,2022.0,4,3,14.0
3,6.0,12.0,6.7,4323.0,128.0,56999,2022.0,4,3,14.0
3,6.0,12.0,6.1,3279.0,128.0,33735,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,34694,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,32998,2022.0,3,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,33399,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,33609,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,34648,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,34649,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,34779,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,35009,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,35155,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,35299,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,35394,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,35671,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,35690,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,35889,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,35999,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,36422,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,36677,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,37099,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,37599,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,37833,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,39399,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,40999,2022.0,4,2,14.0
3,6.0,12.0,6.1,3279.0,128.0,46199,2022.0,4,2,14.0
2,6.0,12.0,6.7,4352.0,1024.0,53999,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,55905,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,51999,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,52999,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,54240,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,54683,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,59236,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,59399,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,60699,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,61109,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,62399,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,1024.0,62699,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,44085,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,45941,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,40999,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,42999,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,44085,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,46399,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,46899,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,46999,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,47589,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,47939,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,48799,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,48879,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,48999,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,49292,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,49999,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,50439,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,51199,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,51999,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,52437,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,52599,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,53367,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,55289,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,256.0,65699,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,42033,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,42581,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,37998,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,42399,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,43333,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,44716,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,45089,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,45119,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,45119,2021.0,3,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,45401,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,45849,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,45899,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,46099,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,46367,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,46559,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,47939,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,47999,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,49469,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,50914,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,52951,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,53349,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,53399,2021.0,4,5,13.0
2,6.0,12.0,6.7,4352.0,128.0,64699,2021.0,3,5,13.0
2,6.0,12.0,6.1,3095.0,1024.0,45485,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,46090,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,44517,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,45777,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,45999,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,46599,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,47469,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,48299,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,48699,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,48879,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,51999,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,1024.0,55699,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,42872,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,44199,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,41547,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,44837,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,46099,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,46199,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,46999,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,47599,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,49999,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,51599,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,51899,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,51899,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,53199,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,53199,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,512.0,54199,2021.0,4,4,13.0
5,8.0,48.0,6.3,3582.0,256.0,87999,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,256.0,83699,2024.0,3,4,16.0
5,8.0,48.0,6.3,3582.0,256.0,99999,2024.0,4,4,16.0
2,6.0,12.0,6.1,3095.0,256.0,40607,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,41030,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,40499,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,42399,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,43022,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,43199,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,43333,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,43333,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,43590,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,43649,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,43683,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,44199,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,44699,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,44749,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,44799,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,45119,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,45119,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,45769,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,46099,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,46559,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,47562,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,47599,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,49262,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,49999,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,50199,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,50399,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,50759,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,256.0,63399,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,38721,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,40325,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,36999,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,40325,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,40607,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,40983,2021.0,3,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,41199,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,41359,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,41485,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,41799,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,42499,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,42599,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,43099,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,43649,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,43669,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,47529,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,48399,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,49699,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,49999,2021.0,4,4,13.0
2,6.0,12.0,6.1,3095.0,128.0,61199,2021.0,3,4,13.0
2,4.0,12.0,5.4,2438.0,256.0,26695,2021.0,3,1,13.0
2,4.0,12.0,5.4,2438.0,256.0,29364,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,256.0,24999,2021.0,3,1,13.0
2,4.0,12.0,5.4,2438.0,256.0,27888,2021.0,3,1,13.0
2,4.0,12.0,5.4,2438.0,256.0,28399,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,256.0,29749,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,256.0,29899,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,256.0,31299,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,23499,2021.0,3,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,23687,2021.0,3,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,23486,2021.0,3,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,23662,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,23687,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,24599,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,25098,2021.0,3,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,25099,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,25569,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,25783,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,26599,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,26999,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,27499,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,27699,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,28199,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,29139,2021.0,3,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,29139,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,29262,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,29599,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,29899,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,30199,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,30420,2021.0,4,1,13.0
2,4.0,12.0,5.4,2438.0,128.0,30499,2021.0,4,1,13.0
2,4.0,12.0,6.1,3240.0,512.0,31489,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,32429,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,30038,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,33059,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,33933,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,33999,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,34591,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,34591,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,34899,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,36099,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,512.0,36799,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,28875,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,29099,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,28264,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,28875,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,28879,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,29139,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,29535,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,29535,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,29599,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,29740,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,29990,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,30141,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,30361,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,30449,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,30544,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,32387,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,34946,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,36735,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,37399,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,24617,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,24890,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,24599,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,25379,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,25473,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,25473,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,25490,2021.0,3,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,25490,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,25519,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,25849,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,25989,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,26037,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,26189,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,26538,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,26577,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,128.0,27099,2021.0,4,2,13.0
2,4.0,12.0,6.1,3240.0,256.0,32999,2021.0,4,2,13.0
5,8.0,48.0,6.1,3561.0,128.0,63239,2024.0,4,2,16.0
5,8.0,48.0,6.1,3561.0,128.0,65999,2024.0,4,2,16.0
5,8.0,48.0,6.1,3561.0,128.0,59900,2024.0,3,2,16.0
4,8.0,48.0,6.7,4441.0,256.0,69749,2023.0,4,5,15.0
1,4.0,12.0,5.4,2227.0,256.0,20296,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,256.0,20679,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,256.0,18499,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,256.0,22559,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,256.0,22799,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,256.0,22899,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,17999,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,18338,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,17948,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,18099,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,18601,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,19039,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,19269,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,19325,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,19325,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,19499,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,20209,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,20321,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,20899,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,128.0,21619,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,15713,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,15955,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,14945,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,15509,2020.0,3,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,15979,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,16199,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,16392,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,16449,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,16586,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,16843,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,16899,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,16974,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,17107,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,17499,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,17565,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,18699,2020.0,4,1,12.0
1,4.0,12.0,5.4,2227.0,64.0,19999,2020.0,4,1,12.0
1,6.0,12.0,6.7,3687.0,512.0,34999,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,512.0,35559,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,512.0,33839,2020.0,3,5,12.0
